archive_url,volume_number,title,publication_date,editor,import_date,status
https://firstmonday.org/ojs/index.php/fm/issue/view/379,"Volume 18, Number 2 - 4 February 2013",,2013-02-07,,2025-01-22 23:45:48,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/380,"Volume 18, Number 3 - 4 March 2013",,2013-03-11,,2025-01-22 23:45:50,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/381,"Volume 18, Number 4 - 1 April 2013",,2013-04-01,,2025-01-22 23:45:53,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/384,"Volume 18, Number 5 - 6 May 2013",,2013-05-06,,2025-01-22 23:45:55,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/392,"Volume 18, Number 6 - 3 June 2013",,2013-06-03,,2025-01-22 23:45:58,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/397,"Volume 18, Number 7 - 1 July 2013",,2013-07-01,,2025-01-22 23:46:01,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/401,"Volume 18, Number 8 - 5 August 2013",,2013-08-05,,2025-01-22 23:46:03,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/402,"Volume 18, Number 9 - 2 September 2013",,2013-09-04,,2025-01-22 23:46:06,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/404,"Volume 18, Number 10 - 7 October 2013",,2013-10-07,,2025-01-22 23:46:08,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/405,"Volume 18, Number 11 - 4 November 2013",,2013-11-27,,2025-01-22 23:46:11,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/407,"Volume 18, Number 12 - 2 December 2013",,2013-12-18,,2025-01-22 23:46:14,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/408,"Volume 19, Number 1 - 6 January 2014",,2014-01-06,,2025-01-22 23:46:16,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/410,"Volume 19, Number 2 - 3 February 2014",,2014-02-12,,2025-01-22 23:46:19,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/412,"Volume 19, Number 3 - 3 March 2014",,2014-03-07,,2025-01-22 23:46:22,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/414,"Volume 19, Number 4 - 7 April 2014",,2014-04-06,,2025-01-22 23:46:24,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/418,"Volume 19, Number 5 - 5 May 2014",,2014-05-10,,2025-01-22 23:46:27,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/422,"Volume 19, Number 6 - 2 June 2014",,2014-06-09,,2025-01-22 23:46:29,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/423,"Volume 19, Number 7 - 7 July 2014",,2014-07-15,,2025-01-22 23:46:32,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/424,"Volume 19, Number 8 - 4 August 2014",,2014-08-12,,2025-01-22 23:46:35,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/425,"Volume 19, Number 9 - 1 September 2014",,2014-09-09,,2025-01-22 23:46:37,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/427,"Volume 19, Number 10 - 6 October 2014",,2014-10-07,,2025-01-22 23:46:42,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/428,"Volume 19, Number 11 - 3 November 2014",,2014-11-01,,2025-01-22 23:46:44,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/429,"Volume 19, Number 12 - 1 December 2014",,2014-12-02,,2025-01-22 23:46:47,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/436,"Volume 20, Number 1 - 5 January 2015",,2015-01-06,,2025-01-22 23:46:50,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/437,"Volume 20, Number 2 - 2 February 2015",,2015-02-05,,2025-01-22 23:46:52,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/441,"Volume 20, Number 3 - 2 March 2015",,2015-03-03,,2025-01-22 23:46:55,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/442,"Volume 20, Number 4 - 6 April 2015",,2015-04-08,,2025-01-22 23:46:57,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/444,"Volume 20, Number 5 - 4 May 2015",,2015-05-12,,2025-01-22 23:47:00,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/454,"Volume 20, Number 6 - 1 June 2015",,2015-06-01,,2025-01-22 23:47:02,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/458,"Volume 20, Number 7 - 6 July 2015",,2015-07-06,,2025-01-22 23:47:05,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/460,"Volume 20, Number 8 - 3 August 2015",,2015-08-03,,2025-01-22 23:47:08,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/461,"Volume 20, Number 9 - 7 September 2015",Special issue: Disability and the Internet,2015-09-10,,2025-01-22 23:47:10,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/462,"Volume 20, Number 10 - 5 October 2015",,2015-10-05,,2025-01-22 23:47:13,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/463,"Volume 20, Number 11 - 2 November 2015",,2015-11-06,,2025-01-22 23:47:15,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/465,"Volume 20, Number 12 - 7 December 2015",,2015-12-16,,2025-01-22 23:47:18,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/468,"Volume 21, Number 1 - 4 January 2016",,2016-01-14,,2025-01-22 23:47:21,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/470,"Volume 21, Number 2 - 1 February 2016",,2016-01-31,,2025-01-22 23:47:24,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/472,"Volume 21, Number 3 - 7 March 2016",,2016-03-07,,2025-01-22 23:47:27,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/476,"Volume 21, Number 4 - 4 April 2016",,2016-04-01,,2025-01-22 23:47:30,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/477,"Volume 21, Number 5 - 2 May 2016",,2016-05-01,,2025-01-22 23:47:32,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/482,"Volume 21, Number 6 - 6 June 2016",,2016-06-11,,2025-01-22 23:47:35,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/485,"Volume 21, Number 7 - 4 July 2016",,2016-06-30,,2025-01-22 23:47:37,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/486,"Volume 21, Number 8 - 1 August 2016",,2016-07-31,,2025-01-22 23:47:40,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/487,"Volume 21, Number 9 - 5 September 2016",,2016-09-01,,2025-01-22 23:47:43,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/491,"Volume 21, Number 10 - 3 October 2016",,2016-10-01,,2025-01-22 23:47:45,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/492,"Volume 21, Number 11 - 7 November 2016",,2016-11-06,,2025-01-22 23:47:48,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/493,"Volume 21, Number 12 - 5 December 2016",,2016-12-04,,2025-01-22 23:47:50,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/499,"Volume 22, Number 1 - 2 January 2017",,2017-01-01,,2025-01-22 23:47:53,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/513,"Volume 22, Number 2 - 6 February 2017",,2017-02-01,,2025-01-22 23:47:55,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/518,"Volume 22, Number 3 - 6 March 2017",,2017-03-01,,2025-01-22 23:47:58,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/531,"Volume 22, Number 4 - 3 April 2017",,2017-04-03,,2025-01-22 23:48:01,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/534,"Volume 22, Number 5 - 1 May 2017",,2017-05-02,,2025-01-22 23:48:03,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/558,"Volume 22, Number 6 - 5 June 2017",,2017-06-01,,2025-01-22 23:48:06,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/560,"Volume 22, Number 7 - 3 July 2017",,2017-07-03,,2025-01-22 23:48:08,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/563,"Volume 22, Number 8 - 7 August 2017",,2017-07-31,,2025-01-22 23:48:11,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/565,"Volume 22, Number 9 - 4 September 2017",,2017-09-01,,2025-01-22 23:48:14,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/567,"Volume 22, Number 10 - 2 October 2017",,2017-10-01,,2025-01-22 23:48:16,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/568,"Volume 22, Number 11 - 6 November 2017",,2017-10-31,,2025-01-22 23:48:19,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/569,"Volume 22, Number 12 - 4 December 2017",,2017-12-02,,2025-01-22 23:48:21,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/576,"Volume 23, Number 1 - 1 January 2018",,2017-12-31,,2025-01-22 23:48:24,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/589,"Volume 23, Number 2 - 5 February 2018",,2018-02-02,,2025-01-22 23:48:27,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/590,"Volume 23, Number 3 - 5 March 2018",,2018-03-01,,2025-01-22 23:48:29,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/592,"Volume 23, Number 4 - 2 April 2018",,2018-04-01,,2025-01-22 23:48:32,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/594,"Volume 23, Number 5 - 7 May 2018",,2018-04-30,,2025-01-22 23:48:40,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/598,"Volume 23, Number 6 - 4 June 2018",,2018-06-01,,2025-01-22 23:48:42,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/602,"Volume 23, Number 7 - 2 July 2018",,2018-07-01,,2025-01-22 23:48:47,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/605,"Volume 23, Number 8 - 6 August 2018",,2018-08-01,,2025-01-22 23:48:49,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/607,"Volume 23, Number 9 - 3 September 2018",,2018-09-01,,2025-01-22 23:48:52,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/608,"Volume 23, Number 10 - 1 October 2018",,2018-09-30,,2025-01-22 23:48:54,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/609,"Volume 23, Number 11 - 5 November 2018",,2018-11-01,,2025-01-22 23:48:57,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/611,"Volume 23, Number 12 - 3 December 2018",,2018-12-01,,2025-01-22 23:48:59,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/613,"Volume 24, Number 1 - 7 January 2019",,2019-01-03,,2025-01-22 23:49:02,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/617,"Volume 24, Number 2 - 4 February 2019",,2019-02-01,,2025-01-22 23:49:04,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/619,"Volume 24, Number 3 - 4 March 2019",,2019-03-01,,2025-01-22 23:49:07,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/620,"Volume 24, Number 4 - 1 April 2019",,2019-04-01,,2025-01-22 23:49:10,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/623,"Volume 24, Number 5 - 6 May 2019",,2019-04-30,,2025-01-22 23:49:12,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/626,"Volume 24, Number 6 - 3 June 2019",,2019-06-01,,2025-01-22 23:49:15,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/627,"Volume 24, Number 7 - 1 July 2019",,2019-06-30,,2025-01-22 23:49:17,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/628,"Volume 24, Number 8 - 5 August 2019",,2019-08-01,,2025-01-22 23:49:20,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/631,"Volume 24, Number 9 - 2 September 2019",,2019-08-31,,2025-01-22 23:49:23,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/632,"Volume 24, Number 10 - 7 October 2019",,2019-10-01,,2025-01-22 23:49:25,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/633,"Volume 24, Number 11 - 4 November 2019",,2019-11-01,,2025-01-22 23:49:28,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/634,"Volume 24, Number 12 - 2 December 2019",,2019-12-02,,2025-01-22 23:49:30,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/635,"Volume 25, Number 1 - 6 January 2020",,2020-01-05,,2025-01-22 23:49:33,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/638,"Volume 25, Number 2 - 3 February 2020",,2020-01-27,,2025-01-22 23:49:36,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/640,"Volume 25, Number 3 - 2 March 2020",,2020-03-02,,2025-01-22 23:49:38,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/642,"Volume 25, Number 4 - 6 April 2020",,2020-04-02,,2025-01-22 23:49:41,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/644,"Volume 25, Number 5 - 4 May 2020",Pragmatic engagements with and from within the Internet,2020-05-01,,2025-01-22 23:49:43,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/662,"Volume 25, Number 6 - 1 June 2020",,2020-06-01,,2025-01-22 23:49:46,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/672,"Volume 25, Number 7 - 6 July 2020",Digital inequalities,2020-07-01,,2025-01-22 23:49:49,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/674,"Volume 25, Number 8 - 3 August 2020",,2020-08-01,,2025-01-22 23:49:51,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/677,"Volume 25, Number 9 - 7 September 2020",,2020-08-31,,2025-01-22 23:49:54,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/678,"Volume 25, Number 10 - 5 October 2020",HIV/AIDS and Digital Media,2020-10-01,,2025-01-22 23:49:56,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/681,"Volume 25, Number 11 - 2 November 2020",,2020-10-28,,2025-01-22 23:49:59,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/682,"Volume 25, Number 12 - 7 December 2020",,2020-12-01,,2025-01-22 23:50:02,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/684,"Volume 26, Number 1 - 4 January 2021",,2021-01-01,,2025-01-22 23:50:04,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/686,"Volume 26, Number 2 - 1 February 2021",,2021-02-01,,2025-01-22 23:50:07,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/687,"Volume 26, Number 3 - 1 March 2021",,2021-03-01,,2025-01-22 23:50:10,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/691,"Volume 26, Number 4 - 5 April 2021","Shame, Shaming and Online Image Sharing",2021-04-01,,2025-01-22 23:50:12,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/693,"Volume 26, Number 5 - 3 May 2021","Infrastructure-embedded control, circumvention and sovereignty in the Russian Internet",2021-05-01,,2025-01-22 23:50:15,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/694,"Volume 26, Number 6 - 7 June 2021",,2021-06-01,,2025-01-22 23:50:18,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/695,"Volume 26, Number 7 - 5 July 2021",,2021-07-01,,2025-01-22 23:50:20,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/696,"Volume 26, Number 8 - 2 August 2021",,2021-08-01,,2025-01-22 23:50:23,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/698,"Volume 26, Number 9 - 6 September 2021",,2021-09-04,,2025-01-22 23:50:25,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/70,"Volume 1, Number 1 - 6 May 1996",,1997-05-06,,2025-01-22 23:50:28,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/701,"Volume 26, Number 10 - 4 October 2021",,2021-10-04,,2025-01-22 23:50:31,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/703,"Volume 26, Number 11 - 1 November 2021",Special issue on sustainability and digital transformation,2021-11-04,Glenn Muschert and Massimo Ragnedda,2025-01-22 23:50:33,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/704,"Volume 26, Number 12 - 6 December 2021",,2021-12-08,,2025-01-22 23:50:36,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/709,"Volume 27, Number 1 - 3 January 2022",,2022-01-11,,2025-01-22 23:50:38,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/71,"Volume 1, Number 2 - 5 August 1996",,1997-08-05,,2025-01-22 23:50:41,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/710,"Volume 27, Number 2 - 7 February 2022",,2022-02-14,,2025-01-22 23:50:44,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/711,"Volume 27, Number 3 - 7 March 2022",,2022-03-07,,2025-01-22 23:50:46,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/712,"Volume 27, Number 4 - 4 April 2022",Mediating crisis: COVID-19 and beyond,2022-04-05,"Laura Robinson, Jeremy Schulz, and Massimo Ragnedda",2025-01-22 23:50:49,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/713,"Volume 27, Number 5 - 2 May 2022",Exploring societal resilience to online polarization and extremism,2022-05-02,"Amy-Louise Watkin, Vivian Gerrand, and Maura Conway.",2025-01-22 23:50:51,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/716,"Volume 27, Number 6 - 6 June 2022",,2022-06-04,,2025-01-22 23:50:54,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/718,"Volume 27, Number 7 - 4 July 2022",,2022-07-04,,2025-01-22 23:50:57,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/72,"Volume 1, Number 3 - 2 September 1996",,1997-09-02,,2025-01-22 23:50:59,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/720,"Volume 27, Number 8 - 1 August 2022",,2022-08-03,,2025-01-22 23:51:02,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/722,"Volume 27, Number 9 - 5 September 2022",,2022-09-05,,2025-01-22 23:51:04,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/724,"Volume 27, Number 10 - 3 October 2022",,2022-10-05,,2025-01-22 23:51:07,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/725,"Volume 27, Number 11 - 7 November 2022",,2022-11-07,,2025-01-22 23:51:10,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/726,"Volume 27, Number 12 - 5 December 2022",,2022-12-13,,2025-01-22 23:51:12,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/728,"Volume 28, Number 1 - 2 January 2023",This feature has been disabled: Critical intersections,2023-01-16,of disability and information studies,2025-01-22 23:51:15,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/73,"Volume 1, Number 4 - 7 October 1996",,1997-10-07,,2025-01-22 23:51:18,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/730,"Volume 28, Number 2 - 6 February 2023",,2023-02-07,,2025-01-22 23:51:20,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/732,"Volume 28, Number 3 - 6 March 2023",,2023-03-13,,2025-01-22 23:51:23,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/733,"Volume 28, Number 4 - 3 April 2023",,2023-04-07,,2025-01-22 23:51:25,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/734,"Volume 28, Number 5 - 1 May 2023",,2023-05-07,,2025-01-22 23:51:28,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/736,"Volume 28, Number 6 - 5 June 2023",,2023-06-15,,2025-01-22 23:51:30,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/737,"Volume 28, Number 7 - 3 July 2023",Ways of seeing: The power and limitation of video evidence across law and policy,2023-07-03,Sandra Ristovska,2025-01-22 23:51:33,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/738,"Volume 28, Number 8 - 7 August 2023",,2023-08-12,,2025-01-22 23:51:35,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/739,"Volume 28, Number 9 - 4 September 2023",,2023-09-12,,2025-01-22 23:51:38,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/74,"Volume 1, Number 5 - 4 November 1996",,1997-11-04,,2025-01-22 23:51:42,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/740,"Volume 28, Number 10 - 2 October 2023",,2023-10-18,,2025-01-22 23:51:45,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/742,"Volume 28, Number 11 - 6 November 2023",,2023-11-07,,2025-01-22 23:51:47,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/743,"Volume 28, Number 12 - 4 December 2023",,2023-12-07,,2025-01-22 23:51:50,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/745,"Volume 29, Number 1 - 1 January 2024",,2024-01-03,,2025-01-22 23:51:53,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/747,"Volume 29, Number 2 - 5 February 2024",Governance by infrastructure,2024-02-11,"Léa Stiefel, Morgan Currie, Francesca Musiani, Alain Sandoz, Antti Silvast, and Robin Williams",2025-01-22 23:51:55,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/748,"Volume 29, Number 3 - 4 March 2024",,2024-03-09,,2025-01-22 23:51:58,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/749,"Volume 29, Number 4 - 1 April 2024",Ideologies of AI and the consolidation of power,2024-04-14,Jenna Burrell and Jacob Metcalf,2025-01-22 23:52:00,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/75,"Volume 1, Number 6 - 2 December 1996",,1997-12-02,,2025-01-22 23:52:03,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/750,"Volume 29, Number 5 - 6 May 2024",,2024-05-07,,2025-01-22 23:52:06,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/751,"Volume 29, Number 6 - 3 June 2024",,2024-06-08,,2025-01-22 23:52:08,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/753,"Volume 29, Number 7 - 1 July 2024",,2024-06-30,,2025-01-22 23:52:11,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/754,"Volume 29, Number 8 - 5 August 2024",Migration narratives on social media: Digital racism and subversive migrant subjectivities,2024-08-12,Anna Triandafyllidou and Stein Monteiro,2025-01-22 23:52:13,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/755,"Volume 29, Number 9 - 2 September 2024",,2024-09-06,,2025-01-22 23:52:16,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/757,"Volume 29, Number 10 - 7 October 2024",Governance by infrastructure (Part II),2024-09-30,"Léa Stiefel, Morgan Currie, Francesca Musiani, Alain Sandoz, Antti Silvast, and Robin Williams",2025-01-22 23:52:19,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/759,"Volume 29, Number 11 - 4 November 2024",,2024-11-03,,2025-01-22 23:52:22,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/76,Volume 2 Number 1 - 6 January 1997,,1997-01-06,,2025-01-22 23:52:24,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/760,"Volume 29, Number 12 - 2 December 2024","Youth, digital media, and civic engagement",2024-12-20,"Inês Vitorino Sampaio, Laura Robinson, Katia Moles, and Luci Pangrazio",2025-01-22 23:52:27,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/763,"Volume 30, Number 1 - 6 January 2025",Women and STEM,2025-01-14,Antony Bryant,2025-01-22 23:52:29,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/77,"Volume 2, Number 2 - 3 February 1997",,1997-02-03,,2025-01-22 23:52:32,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/78,"Volume 2, Number 3 - 3 March 1997",,1997-03-03,,2025-01-22 23:52:35,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/79,"Volume 2, Number 4 - 7 April 1997",,1997-04-07,,2025-01-22 23:52:37,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/80,"Volume 2, Number 5 - 5 May 1997",,1997-05-05,,2025-01-22 23:52:40,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/81,"Volume 2, Number 6 - 2 June 1997",,1997-06-02,,2025-01-22 23:52:42,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/82,"Volume 2, Number 7 - 7 July 1997",,1997-07-07,,2025-01-22 23:52:45,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/83,"Volume 2, Number 8 - 4 August 1997",,1997-08-04,,2025-01-22 23:52:47,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/84,"Volume 2, Number 9 - 1 September 1997",,1997-09-01,,2025-01-22 23:52:50,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/85,"Volume 2, Number 10 - 6 October 1997",,1997-10-06,,2025-01-22 23:52:52,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/86,"Volume 2, Number 11 - 3 November 1997",,1997-11-03,,2025-01-22 23:52:55,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/87,"Volume 2, Number 12 - 1 December 1997",,1997-12-01,,2025-01-22 23:52:58,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/88,"Volume 3, Number 1 - 5 January 1998",,1998-01-05,,2025-01-22 23:53:03,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/89,"Volume 3, Number 2 - 2 February 1998",,1998-02-02,,2025-01-22 23:53:06,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/90,"Volume 3, Number 3 - 2 March 1998",,1998-03-02,,2025-01-22 23:53:08,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/91,"Volume 3, Number 4 - 6 April 1998",,1998-04-06,,2025-01-22 23:53:11,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/92,"Volume 3, Number 5 - 4 May 1998",,1998-05-04,,2025-01-22 23:53:14,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/93,"Volume 3, Number 6 - 1 June 1998",,1998-06-01,,2025-01-22 23:53:16,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/94,"Volume 3, Number 7 - 6 July 1998",,1998-07-06,,2025-01-22 23:53:19,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/95,"Volume 3, Number 8 - 3 August 1998",,1998-08-03,,2025-01-22 23:53:21,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/96,"Volume 3, Number 9 - 7 September 1998",,1998-09-07,,2025-01-22 23:53:24,COMPLETED
https://firstmonday.org/ojs/index.php/fm/issue/view/97,"Volume 3, Number 10 - 5 October 1998",,1998-10-05,,2025-01-22 23:53:26,COMPLETED
