article_url,title,doi,publication_date,author,abstract,archive_url,import_date
https://firstmonday.org/ojs/index.php/fm/article/view/845,Mobile library literacy: Solutions for a rural environment,https://doi.org/10.5210/fm.v6i4.845,2001-04-02,Sybil Brigham McShane," Funded by the Institute of Museum and Library Services (IMLS), the State of Vermont Department of Libraries is beginning a two-year ""Mobile Library Literacy"" project to discover if mobile library services are a viable means for serving rural and suburban populations in the 21st century. In announcing the grant, Vermont's U.S. Senator James Jeffords described the project as designed ""to promote access to books, reading programs, and information through technology. [It] will extend the walls of the library ... and welcome all Vermonters to be part of the learning community.""",https://firstmonday.org/ojs/index.php/fm/issue/view/132,2025-01-21 14:32:02
https://firstmonday.org/ojs/index.php/fm/article/view/844,They threw me a computer but what I really needed was a life preserver,https://doi.org/10.5210/fm.v6i4.844,2001-04-02,Anthony G. Wilhelm," Libraries and museums have a central role to play in ensuring that all Americans are able to access and use effectively emerging communications tools, such as the Internet. These institutions are key pillars of the public sphere of communications, the realm of civil society independent of government and commercial forces that provides citizens the tools to become full participants in republican self-government. This paper identifies four attributes of the digital divide -- literacy, access, content and training -- and discusses the role of libraries and museums in cultivating each of these capacities. The central thrust of the paper is that there are comprehensive solutions to bridge the divide (in the realization of these four elements) where the technological component is necessary but not sufficient to move the truly disadvantaged into the mainstream of American life.",https://firstmonday.org/ojs/index.php/fm/issue/view/132,2025-01-21 14:31:59
https://firstmonday.org/ojs/index.php/fm/article/view/853,"Boyle Heights: Neighborhood sites and insights, a multicultural community partnership initiative of the Japanese American National Museum",https://doi.org/10.5210/fm.v6i4.853,2001-04-02,Audrey Lee-Sung, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/132,2025-01-21 14:32:26
https://firstmonday.org/ojs/index.php/fm/article/view/852,"Bridging the digital divide: State government as content provider, the Illinois experience",https://doi.org/10.5210/fm.v6i4.852,2001-04-02,Anne Craig," Three National Leadership Grants (NLG) (http://www.imls.gov/grants/library/lib_nlgl.asp) from the Institute for Museum and Library Services (IMLS) provide the foundation for the Find-It! Illinois Program (http://finditillinois.org) at the Illinois State Library (ISL):	Grant One: ""Exporting Washington State's GILS"" (October 1998-September 1999)	Grant Two: ""Find-It! Illinois"" (October 1999-September 2001)	Grant Three: ""Metadata Tools for State Collaboration"" (October 1999-September 2001)	Based on the successful Government Information Locator Service (GILS) program at the Washington State Library (WSL) (http://find-it.state.wa.us/compass), the ISL began a GILS program of its own in the fall of 1999. State-level GILS projects around the country, based at state libraries and some state archives, are distilled from the federal GILS model (http://www.gils.net/). State GILS programs provide a resource discovery methodology for electronic state government information. Each program includes components for access, organization, design, standard metadata creation, state agency Webmaster education and training, and interface development. Essentially, the state libraries and archives involved in these projects act as clearinghouses for and gateways to electronic state government information.	Grant One, awarded to the WSL, provided the ISL and three other state libraries, (Oregon, New Hampshire, and Arizona), with the model framework for starting a GILS program. Grant Two, awarded to the ISL, provided development dollars for the fledgling ISL program Find-It! Illinois. Grant Three, awarded to the WSL and contracted in part to the ISL, provides funding for the enhancement of metadata interoperability and the application of a consortial subject tree.	In Illinois, providing access to electronic state government content is manifest not only in the establishment of the ISL GILS program, but also in the creation of the other databases that comprise the Find-It! Illinois portal. Interoperability among these Find-It! virtual libraries will be enhanced by the application of a single controlled vocabulary for subject searching, called the ""Jessica Tree."" Additionally, work is underway to establish the Jessica Tree as the standard list for state GILS programs with the goal of promoting interstate interoperable subject searching.",https://firstmonday.org/ojs/index.php/fm/issue/view/132,2025-01-21 14:32:23
https://firstmonday.org/ojs/index.php/fm/article/view/859,Transaction costs and the social cost of online privacy,https://doi.org/10.5210/fm.v6i5.859,2001-05-07,Paul Sholtz," Economically, privacy can be understood as a problem of social cost, where the actions of one agent (e.g., a mailing list broker) impart a negative externality on another agent (e.g., an end consumer). Problems in social cost can be understood by modeling the liabilities, transaction costs and property rights assigned to various economic agents within the system, and can be resolved by reallocating property rights and liability to different agents as needed to achieve economic equilibrium. This article examines how advances in high speed networking and data storage have radically reduced the costs to businesses of collecting, storing, manipulating and exchanging large amounts of personally identifying information on consumers, and the policy implications that these cost reductions have on property rights over personal information. A complementary economic and legal system that recognizes individual property rights over personal information is suggested as a way in which to greatly accelerate the adoption of electronic commerce and to extract inefficiencies from the already existing marketplace for personal information.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:42
https://firstmonday.org/ojs/index.php/fm/article/view/863,Book reviews,https://doi.org/10.5210/fm.v6i5.863,2001-05-07,Glenn Dalgarno, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:52
https://firstmonday.org/ojs/index.php/fm/article/view/862,Of Jeff Bezos and Leo Durocher,https://doi.org/10.5210/fm.v6i5.862,2001-05-07,Richard Wiggins, None Available.,https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:50
https://firstmonday.org/ojs/index.php/fm/article/view/861,Letter from Nebraska: Wiring the world,https://doi.org/10.5210/fm.v6i5.861,2001-05-07,Steve Cisler, None Available,https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:47
https://firstmonday.org/ojs/index.php/fm/article/view/860,Policy bridges for the digital divide: Assessing the landscape and gauging the dimensions,https://doi.org/10.5210/fm.v6i5.860,2001-05-07,Paul M.A. Baker," Early evidence of economic and social change related to the diffusion of a number of information and communication technologies (ICTs) suggests that public sector actors face significant opportunities, as well as some unexpected barriers while ""paving the information highway"". These technologies have generated significant changes in the nature, and operation of communication and delivery of services by the private sector increasing the impetus to accelerate adoption of these technologies in the public sector. While the advantages of accessing these services is well accepted, the benefits of the use of these technologies has been observed to occur in a distressingly uneven or patchy manner. This variation, which for the sake of simplicity has been described by extending the information superhighway metaphor as ""gaps"" or ""divides"" in the development of the ""highway"". This paper suggests that a disservice is done in reducing the apparent inequities in the diffusion of the technologies to a simple socioeconomic concern. Rather than a one-dimensional ""digital divide,"" more accurately there is a policy problem related to the use and deployments of ICTs with multiple geographic, social, economic and organizational components.	Further, ICTs present policymakers with an array of complex issues that extend beyond purely internal technological concerns. Rather than answering the question of how should public sector functions respond to the changes made possible by diffusion of ICTs, a more critical step seems to be to accurately gauge the nature of the issue rather than jump in and lay ""digital pavement"". This paper explores ramifications of the deployment of these technologies and suggests dimensions of the problem that merit further assessment.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:45
https://firstmonday.org/ojs/index.php/fm/article/view/858,The work of education in the age of E-College,https://doi.org/10.5210/fm.v6i5.858,2001-05-07,Chris Werry," There has recently been a mad rush by universities, venture capitalists and corporations to develop online courses, virtual universities, education portals, and courseware. The drive to develop a winning formula for commercial online education has fostered some unusual partnerships. This paper provides a broad overview of some models of online education that have been developed by commercial and academic institutions. It examines some of the rhetorical strategies that have been used to talk about online education by commercial groups, and discusses some of the hopes and fears that have been associated with online instruction by academics, administrators, and businesspeople. The paper outlines some of the main players and positions involved in debates about online education, and suggests some strategies that academic groups ought to explore. In particular, the author argues that academics need something an open source movement for academic resources, akin to the Free Software Foundation. This 'Free Courseware Foundation' would give teachers greater control of their resources, and better enable them to share materials with other teachers and with the public.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:39
https://firstmonday.org/ojs/index.php/fm/article/view/857,"Managing complex, distributed environments: Remote meeting technologies at the Chaotic Fringe",https://doi.org/10.5210/fm.v6i5.857,2001-05-07,Karen Ruhleder," This paper is based on an ethnographic study of a company with widely distributed holdings within a volatile industry. The need for this distributed organization to respond as a unified whole to a rapidly changing environ«ment required it to confront the uncertainties and contingencies introduced by invisibility, distance, and fragmentation of information. In order to transcend the boundaries of time and space, the company coupled new technologies with new ways of organizing work. Groupware and remote meeting technologies provided a common virtual workscape. In this paper, we focus on issues generated by the integration of remote meeting technologies into local work practices. We compare face-to-face meetings with virtual meetings to understand how these new technologies impact the work of a distributed organization, and to uncover the new order that emerges around the use of these technologies.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:37
https://firstmonday.org/ojs/index.php/fm/article/view/856,Understanding online message dissemination: An analysis of Send-this-story-to-your-friend data,https://doi.org/10.5210/fm.v6i5.856,2001-05-07,Sandeep Krishnamurthy," Our goal in this paper was to analyze ""send-this-story-to-a-friend"" data. Encouraging consumers to send stories to friends is an application of viral marketing which envisions message dissemination through customer-to-customer communication rather than firm-to-customer communication. It makes sense for a publisher to include this feature since individuals are more likely to accept the recommendations of their friends and this may increase theit probability of reading the story by making it more salient. We collected publicly available data from ESPN.com over an 11-day period. Using this data, our findings are: first, the number of times stories are sent out represent a miniscule proportion of visits to the site; second, if the top story is very influential, it may increase the total visits to the site and there may be spillover effect; third, there is an interesting weekend effect with a drop in the number of stories sent out; and, finally we observe an interesting floor effect when we analyze the ratio of the top and bottom stories.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:34
https://firstmonday.org/ojs/index.php/fm/article/view/855,The impact of the Internet on Myanmar,https://doi.org/10.5210/fm.v6i5.855,2001-05-07,Viola Krebs," In the present paper, I explore how the Internet has affected the flow of information between in and outside Myanmar (Burma). I show that there is a strong difference between the way information was presented before and after the introduction of the World Wide Web.	Within the last century, the country has been marked by political instability (Eliot, 1997; Freedom House, 2000). Particularly since its separation from British colonial rule in 1948, Burma has witnessed significant political change, violence and unrest. Since the early 1960s, Burma has essentially been an isolated state, with closed borders and a military government. However, the fall of the Berlin wall and the end of the Cold War seem to suggest that isolationism is growing less common worldwide. Importantly, meteoric advances in communications have also paralleled the fall of isolationism.	In my study, I examine two political events in Myanmar connected to student uprisings, in the hope of documenting how the Internet - as an easily researched symbol of modern communications - may be affecting the political strategies of one of the last isolated states.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:32
https://firstmonday.org/ojs/index.php/fm/article/view/854,Circulating libraries and video rental stores,https://doi.org/10.5210/fm.v6i5.854,2001-05-07,Richard Roehl," We describe a number of interesting parallels between circulating libraries in England circa 1725-1850 and video rental stores in the United States circa 1980-1990. Both institutions evolved in a similar manner, which suggests that common economic and social forces were at work. Perhaps the histories of these two industries may be helpful in understanding current and future developments in computer- and Internet-related media.",https://firstmonday.org/ojs/index.php/fm/issue/view/133,2025-01-21 14:32:29
https://firstmonday.org/ojs/index.php/fm/article/view/867,Internet teaching and the administration of knowledge,https://doi.org/10.5210/fm.v6i6.867,2001-06-04,Tara Brabazon, None Available.,https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:33:03
https://firstmonday.org/ojs/index.php/fm/article/view/864,The battle to define the future of the book in the digital world,https://doi.org/10.5210/fm.v6i6.864,2001-06-04,Clifford Lynch," Commercial publishing interests are presenting the future of the book in the digital world through the promotion of e-book reading appliances and software. Implicit in this is a very complex and problematic agenda that re-establishes the book as a digital cultural artifact within a context of intellectual property rights management enforced by hardware and software systems. With the convergence of different types of content into a common digital bit-stream, developments in industries such as music are establishing precedents that may define our view of digital books. At the same time we find scholars exploring the ways in which the digital medium can enhance the traditional communication functions of the printed work, moving far beyond literal translations of the pages of printed books into the digital world. This paper examines competing visions for the future of the book in the digital environment, with particular attention to questions about the social implications of controls over intellectual property, such as continuity of cultural memory.",https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:32:55
https://firstmonday.org/ojs/index.php/fm/article/view/865,The Wall Street performer protocol: Using software completion bonds to fund open source software development,https://doi.org/10.5210/fm.v6i6.865,2001-06-04,Chris Rasch," In their article ""The Street Performer Protocol and Digital Copyrights"" (Kelsey and Schneier, 1999) suggest that copyright will become increasingly difficult to enforce. They propose a general mechanism for funding digital public works, the ""Street Performer Protocol"" in which authors produce their work only after they receive enough contributions to make it worth their while. In this article, I sketch out a proposal for the creation of a software completion bond market. I think such a market would be a practical implementation of the ""Street Performer Protocol"" for the funding of open source software. I first describe how such a bond market might work, and why I think the open source community needs a bond market. Then I examine the underlying economics of open source software. Finally, I review some of the existing and potential alternatives to a software completion bond market. [1].",https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:32:58
https://firstmonday.org/ojs/index.php/fm/article/view/866,"Pricing, agents, perceived value and the Internet",https://doi.org/10.5210/fm.v6i6.866,2001-06-04,Phillip G. Bradford," The Internet has changed the way people buy things. A pointed difference is the use of Internet auctions and bots. But, are these differences actually changing the role and function of price in the firm's marketing program? Are they possibly changing options for pricing, and perhaps even, the very notion of perceived value? Or in fact, does the new set of Internet pricing mechanisms merely require marketers to do what good marketers have always done, and that is to build customer-perceived value and use price to recapture it? The only difference may be that now, we can do it even better because we have better tools.",https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:33:00
https://firstmonday.org/ojs/index.php/fm/article/view/868,Lessons from open source: Intellectual property and courseware,https://doi.org/10.5210/fm.v6i6.868,2001-06-04,Jan Newmarch," In this competitive age, universities are seeking ways to protect their intellectual property, for fear that it might be stolen or used by others without financial benefit coming back to the university. Increasingly, universities are using mechanisms of secrecy to secure their property. This paper argues that this approach is wrong on both moral and business grounds, and that a better model can be found in the Open Source movement of the software industry.",https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:33:06
https://firstmonday.org/ojs/index.php/fm/article/view/869,Book reviews,https://doi.org/10.5210/fm.v6i6.869,2001-06-04,Peter Beech, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/134,2025-01-21 14:33:08
https://firstmonday.org/ojs/index.php/fm/article/view/870,Some economics of personal activity and implications for the digital economy,https://doi.org/10.5210/fm.v6i7.870,2001-07-02,Douglas A. Galbi," This paper documents, from 1925 to the present, some important historical facts about personal activity and commercial efforts to attract personal attention. First, increases in personal time spent with media as the primary focus of activity match closely increases in total personal discretionary time. Second, the share of advertising spending in total economic output (GDP) has been roughly constant long-term. Third, real advertising spending per person-hour spent with media has been roughly constant long-term. These historical facts suggest that the traditional approach of buying personal attention through media advertising will not support relatively rapid growth in the digital economy, even with significant changes in media technology such as higher bandwidth and greater interactivity. The growth of the digital economy is likely to depend instead on growth of discretionary time and integration of digital technology into new forms of socializing, transacting, and spending time.",https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:11
https://firstmonday.org/ojs/index.php/fm/article/view/871,E-commerce Web queries: Excite and Ask Jeeves study,https://doi.org/10.5210/fm.v6i7.871,2001-07-02,Amanda Spink," Web queries are a key process in e-commerce. Web queries are a primary means for translating people's business product, service and information needs for e-commerce. This paper reports a study of business related queries submitted to the Excite and Ask Jeeves Web search services. We sampled a log of 10,000 Excite queries and 10,000 Ask Jeeves question format queries from 19 December 1999 to examine the business queries. Findings include: (1) business queries often include more search terms, are less modified, lead to fewer Web pages viewed, and include less advanced search features, than non-business queries; (2) company or product queries were the most common form of business query; and, (3) Ask Jeeves business queries in question form were largely limited to the format ""Where can I buy ..."" or the request ""I want to buy ..."". The study provides insights into the beginnings of e-commerce Web searching.",https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:14
https://firstmonday.org/ojs/index.php/fm/article/view/872,The IMLS Digital Cultural Heritage Community Project: A case study of tools for effective project management and collaboration,https://doi.org/10.5210/fm.v6i7.872,2001-07-02,Nuala Bennett," Designed to create a model environment for collaboration on digitization projects, the Digital Cultural Heritage Community Project (DCHC) focused on the digitization of materials from central Illinois museums, archives, and libraries for integration into elementary grades' social science curricula. Support from the Institute of Museum and Library Services' National Leadership Grants, Model Program of Cooperation enabled a group of central Illinois libraries, museums, and elementary schools to develop the underpinnings of a new community. Together the participants in this community built a framework for digitizing primary source materials on common teaching themes, according to the Illinois Board of Education Learning Standards, and providing free access to those materials, organized through a simple search interface.",https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:17
https://firstmonday.org/ojs/index.php/fm/article/view/873,"Positioning the public library in the modern state: The opportunity of the Children's Internet Protection Act, CIPA",https://doi.org/10.5210/fm.v6i7.873,2001-07-02,Joyce M. Latham," It is the position of this paper that the public library in the United States today is an essential avenue for the development of debate on the entire range of topics - political, social, economic, and recreational - that engage the American public. In order to fulfill that function the public library must be immune to the imposition of any particular orthodoxy of belief. The public librarian, functioning as a professional, is fully equipped to determine the policies and practices that will ensure that function. The public library patron must be unencumbered by apprehension when approaching a librarian for assistance in research.	Through an investigation of U.S. Supreme Court decisions that may determine the legality of the recent Children's Internet Protection Act, this paper investigates the strengths and weaknesses of the position of the public library in executing its historical charge to present viewpoint free materials to enhance the independent investigations of any user of any public library.",https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:21
https://firstmonday.org/ojs/index.php/fm/article/view/874,What has straw in common with wheat?: A selective review of bibliographic control in the field of homiletics,https://doi.org/10.5210/fm.v6i7.874,2001-07-02,Chad P. Abel-Kops," Homiletics is a diverse field, drawing upon multiple resources within the seminary curriculum and serving a community that includes seminarians, faculty, ministers, and laypeople. Bibliographic control in the field of homiletics has a long history in America and extends beyond cataloging monographs to encompass abstracting and indexing services as well as Web sites in the larger electronic world. Specifically, work done at the American Theological Library Association (ATLA) is discussed in this paper, and the ATLA Religion Database is evaluated. The debate between using controlled vocabulary versus natural language and keyword searching is also presented. Unmet needs among homiletics bibliographers are listed, and reasons for the lack of interest in bibliographic control among preachers while preparing sermons are considered.",https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:24
https://firstmonday.org/ojs/index.php/fm/article/view/875,Book reviews,https://doi.org/10.5210/fm.v6i7.875,2001-07-02,Ted Daniels, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/135,2025-01-21 14:33:27
https://firstmonday.org/ojs/index.php/fm/article/view/876,"The Internet and state control in authoritarian regimes: China, Cuba and the counterrevolution",https://doi.org/10.5210/fm.v6i8.876,2001-08-06,Shanthi Kalathil," It is widely believed that the Internet poses an insurmountable threat to authoritarian rule. But political science scholarship has provided little support for this conventional wisdom, and a number of case studies from around the world show that authoritarian regimes are finding ways to control and counter the political impact of Internet use. While the long-term political impact of the Internet remains an open question, we argue that these strategies for control may continue to be viable in the short to medium term.	Many authoritarian regimes translate a long and successful history of control over other information and communication technologies into strong control of Internet development within their borders. Potential challenges to the state may arise from Internet use in several areas: the mass public, civil society, the economy, and the international community. Authoritarian states will likely respond to these challenges with a variety of reactive measures: restricting Internet access, filtering content, monitoring online behavior, or even prohibiting Internet use entirely. In addition, such states seek to extend central control through proactive strategies, guiding the development of the medium to promote their own interests and priorities. Through a combination of reactive and proactive strategies, an authoritarian regime can counter the challenge posed by Internet use and even utilize the Internet to extend its reach and authority.	In this paper we illustrate how two authoritarian regimes, China and Cuba, are maintainng control over the Internet's political impact through different combinations of reactive and proactive strategies. These cases illustrate that, contrary to assumptions, different types of authoritarian regimes may be able to control and profit from the Internet. Examining the experiences of these two countries may help to shed light on other authoritarian regimes' strategies for Internet development, as well as help to develop generalizable conclusions about the impact of the Internet on authoritarian rule.",https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:29
https://firstmonday.org/ojs/index.php/fm/article/view/881,The Neo Sophists: Intellectual integrity in the Information Age,https://doi.org/10.5210/fm.v6i8.881,2001-08-06,Randall K. Engle," This paper examines the pervasive intellectual deceit clearly documented in the tobacco industry and provides evidence to support the notion that these practices are not unlike those currently being perpetrated by the popular media, computer industry, and certain members of the educational community. Examples of determined efforts to erase the intellectual boundaries between the profit-generating models of business and the intellectual pursuits of the academic community are considered, and the inherent conflict between academic pursuits and business pursuits are discussed.",https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:43
https://firstmonday.org/ojs/index.php/fm/article/view/877,A market for secrets,https://doi.org/10.5210/fm.v6i8.877,2001-08-06,Eytan Adar," We propose an electronic market system for private data that guarantees levels of privacy, anonymity and control to individuals while maintaining the ability of other entities to mine their information and automatically pay individuals for their data. We also describe a novel procedure that allows data miners to anonymously contact the creators of the information in case their profiles are needed for future research.",https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:32
https://firstmonday.org/ojs/index.php/fm/article/view/878,Computer architectures for personal space: Forms-based reasoning in the domain of humanistic intelligence,https://doi.org/10.5210/fm.v6i8.878,2001-08-06,Steve Mann, None Available.,https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:35
https://firstmonday.org/ojs/index.php/fm/article/view/879,"Technology, schools and the decentralization of culture",https://doi.org/10.5210/fm.v6i8.879,2001-08-06,Brian Carolan," Most analyses of culture and technology have been fascinated, even transfixed, by all the wonderful things that can be created and shared using digital tools. Rarely have these cultural analyses explored the issue of how such technological tools are going to impact how individuals interact and organize around cultural content that is fluid and contested. This is particularly problematic for schools as technological tools allow students to reject, share and contest the fixed content that has historically been disseminated through a narrow range of books and pedagogical strategies. This paper seeks to develop a theoretical model of culture that can account for change in what was, and still is, considered by many social scientists to be impermeable structural boundaries. By conceptualizing technology as a symbolic tool, it is hoped that the model of culture developed in this paper can begin to explain how social relations in institutions such as schools can change in a manner that will upset existing hierarchical social relations.",https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:38
https://firstmonday.org/ojs/index.php/fm/article/view/880,Giving away music to make money: Independent musicians on the Internet,https://doi.org/10.5210/fm.v6i8.880,2001-08-06,Michael Pfahl," No one has felt the impact of music on the Internet more than the independent musician. The recording industry has dominated the production and distribution of music for many years. The big six recording labels are making a push to incorporate the Internet into their distribution process. Standing in their way is the issue of security.	It seems that music files on the Internet, no matter how secure they may seem, are susceptible to tampering. This will force a shift in distribution away from selling music on the Internet in compact disc or MP3 file form and towards artists creating communities of shared interest that provide music to their audiences for free. New revenue sources will be created using streaming audio and video technology in a pay-per-view format, among others. This will drive the demand to see an artist in concert and increase the revenue that is generated from live performances.	This paper will address the current state of the industry and the battle between the Internet world and record companies. Next, various plans will be discussed that create and distribute music on the Internet. Finally, I propose a comprehensive strategic plan for successful Internet commerce by independent artists that will be based on artists giving away all of their music for free via the Internet.",https://firstmonday.org/ojs/index.php/fm/issue/view/136,2025-01-21 14:33:41
https://firstmonday.org/ojs/index.php/fm/article/view/888,Book reviews,https://doi.org/10.5210/fm.v6i9.888,2001-09-03,Gill Stoker, None available.,https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:34:02
https://firstmonday.org/ojs/index.php/fm/article/view/882,Exploring users' experiences of the Web,https://doi.org/10.5210/fm.v6i9.882,2001-09-03,Barry Brown," While browsing the Web is a widespread everyday activity there is a shortage of detailed understanding of how users organise their Web usage. In this paper we present results from a qualitative in-depth interview study of how users browse the Web and combine browsing with their other activities. The data are  used to explore three particular problems which users have with browsing the Web. Firstly, users have problems managing their favourites, and in particular accessing their favourites through a hierarchical menu. Second, users have problems with combining information across different Web sites - what we call the ""meta-task"" problem. Third, users have concerns with security and privacy, although these concerns seem to change as users become more experienced with shopping on the Web. We discuss three concepts which address these problems: ""home page favourites"", ""Web clipping"" and the ""Web card"". These concepts are attempts at incremental improvements to the Web without affecting the Web's essential simplicity.",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:33:46
https://firstmonday.org/ojs/index.php/fm/article/view/883,Can navigational assistance improve search experience? A user study,https://doi.org/10.5210/fm.v6i9.883,2001-09-03,Mazlita Mat-Hassan," Providing navigational aids to assist users in finding information in hypertext systems has been an ongoing research problem for well over a decade. Despite this, the incorporation of navigational aids into Web search tools has been slow. While search engines have become very efficient in producing high quality rankings, support for the navigational process is still far from satisfactory. To deal with this shortcoming of search tools, we have developed a site specific search and navigation engine that incorporates several recommended navigational aids into its novel user interface, based on the concept of a user trail. Herein, we report on a usability study whose aim was to ascertain whether adding semi-automated navigational aids to a search tool improves users' experience when ""surfing"" the Web. The results we obtained from the study revealed that users of the navigation engine performed better in solving the question set posed than users of a conventional search engine. Moreover, users of the navigation engine provided more accurate answers in less time and with less clicks. Our results indicate that adding navigational aids to search tools will enhance Web usability and take us a step further towards resolving the problem of ""getting lost in hyperspace"".",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:33:49
https://firstmonday.org/ojs/index.php/fm/article/view/884,What next for Internet journals? Implications of the trend towards paid placement in search engines,https://doi.org/10.5210/fm.v6i9.884,2001-09-03,Robin Henshaw," Free online journals have long had a difficult time surviving on the Internet. One method of article discovery for these publications has been through the use of Internet search engines. Will these journals and other non-profit organizations be lost in the Internet's black hole with the advent of paid placement, inclusion, and submission?",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:33:52
https://firstmonday.org/ojs/index.php/fm/article/view/885,A historical overview of the effects of new mass media: Introductions in magazine publishing during the twentieth century,https://doi.org/10.5210/fm.v6i9.885,2001-09-03,Quint Randle," This paper provides an overview of the positive and negative effects of new mass media introductions on the magazine publishing industry from an historical perspective. Since the early 1900s, the trends of new media both displacing magazines as well as spurring magazine sales and introductions are evident through the introduction of feature films, sound recordings, radio, television, computers, and the World Wide Web. New media have a tendency to both displace magazines, but also cause increasing specialization. The overriding goal of this paper is to provide a perspective for magazine publishers and scholars as they address the increasing penetration of the World Wide Web.",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:33:54
https://firstmonday.org/ojs/index.php/fm/article/view/886,Problems and the epistemology of electronic publishing in the Arab world: The case of Lebanon,https://doi.org/10.5210/fm.v6i9.886,2001-09-03,Ramzi Nasser," Publishing in the Arab world still is in its development stage. Many journals discontinue publication because of financial pressures, while those that asynchronously function are almost totally dependent on institutional (academic) funds. Other barriers as editorial hegemony, national and political instability, and institutional discouragement that hinder researchers and writers to submit or even try to publish work in indigenous Arab journals. Scholarly output is generally tied to the epistemological perspective of the researcher-writer; this in itself has been the major milestone to the lack and absent electronic journals in the Arab world. Electronic publishing has not appealed to the scholarly community in the Arab and Middle Eastern society and remains to be in dormant state. Scholars need to understand the World Wide Web and recognize the revolutionary elements of electronic journals as pacifiers to the hegemony of traditional publishing.",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:33:57
https://firstmonday.org/ojs/index.php/fm/article/view/887,Copyright in a frictionless world: Toward a rhetoric of responsibility,https://doi.org/10.5210/fm.v6i9.887,2001-09-03,Brendan Scott," In this paper, the author reviews the history and application of copyright and concludes that, although promoted as being in the interests of authors, it is designed in such a way as to be primarily a right which benefits distributors and publishers. The author identifies a number of difficulties faced by distributors and publishers in enforcing their rights in an age where the various sources of ""friction"" which once limited infringement are being constantly reduced. In particular, in the emerging frictionless world the typical targets of the holder of a copyright monopoly (distributors pirating for profit) are being overtaken by a new breed of target (individuals with a cost reduction motive) and it is uneconomical for a holder of a copyright monopoly to pursue this new breed. The author argues that recent extensions to copyright monopolies add little to the illegality of the infringing acts nor any stigma to the performance of those acts. Instead, they exacerbate one of the main causes of infringement - consumer cynicism as to the benefits to society of the copyright monopoly. The author argues further that, rather than driving further cynicism through more expansive rhetoric relating to rights, holders of a copyright monopoly should instead seek to mollify consumer sentiment and encourage compliance by emphasizing a rhetoric of responsibility in the exercise of those rights. The author proposes three possible principles of responsibility that copyright monopoly holders might evaluate and endorse.",https://firstmonday.org/ojs/index.php/fm/issue/view/137,2025-01-21 14:34:00
